,Unnamed: 0,id,gen,sp,ssp,group,en,rec,cnt,loc,lat,lng,alt,type,sex,stage,method,url,file,file-name,sono,osci,lic,q,length,time,date,uploaded,also,rmk,bird-seen,animal-seen,playback-used,temp,regnr,auto,dvc,mic,smp
179,179,79831,Arborophila,torqueola,,birds,Hill Partridge,Frank Lambert,India,"Eaglenest Wildlife Sanctuary, Arunachal Pradesh",27.1001,92.4001,2800,call,,,field recording,//xeno-canto.org/79831,https://xeno-canto.org/79831/download,Arborophila_torqueola-FL calls Eaglenest 22Apr11 2800m R09_0173.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC79831-small.png', 'med': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC79831-med.png', 'large': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC79831-large.png', 'full': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC79831-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/wave/XC79831-small.png', 'med': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/wave/XC79831-med.png', 'large': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/wave/XC79831-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,1:02,14:00,2011-04-22,2011-06-05,[],natural calls,unknown,unknown,unknown,,,no,,,44100
180,180,79830,Arborophila,torqueola,,birds,Hill Partridge,Frank Lambert,India,"Eaglenest Wildlife Sanctuary, Arunachal Pradesh",27.1001,92.4001,2800,call,,,field recording,//xeno-canto.org/79830,https://xeno-canto.org/79830/download,Arborophila_torqueola-FL calls Eaglenest 22Apr11 2800m R09_0172.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC79830-small.png', 'med': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC79830-med.png', 'large': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC79830-large.png', 'full': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC79830-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/wave/XC79830-small.png', 'med': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/wave/XC79830-med.png', 'large': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/wave/XC79830-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:36,14:00,2011-04-22,2011-06-05,[],,unknown,unknown,unknown,,,no,,,44100
181,181,79067,Arborophila,torqueola,,birds,Hill Partridge,Yong Ding Li,India,"Eaglenest Wildlife Sanctuary, Arunachal Pradesh",27.1001,92.4001,2500,song,,,field recording,//xeno-canto.org/79067,https://xeno-canto.org/79067/download,Common Hill Partridge_Sunderview2.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/NWTKEXMKCA/ffts/XC79067-small.png', 'med': '//xeno-canto.org/sounds/uploaded/NWTKEXMKCA/ffts/XC79067-med.png', 'large': '//xeno-canto.org/sounds/uploaded/NWTKEXMKCA/ffts/XC79067-large.png', 'full': '//xeno-canto.org/sounds/uploaded/NWTKEXMKCA/ffts/XC79067-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/NWTKEXMKCA/wave/XC79067-small.png', 'med': '//xeno-canto.org/sounds/uploaded/NWTKEXMKCA/wave/XC79067-med.png', 'large': '//xeno-canto.org/sounds/uploaded/NWTKEXMKCA/wave/XC79067-large.png'}",//creativecommons.org/licenses/by-nc-nd/2.5/,A,1:14,15.00,2010-12-07,2011-05-31,[],,unknown,unknown,unknown,,,no,,,44100
182,182,78527,Arborophila,torqueola,,birds,Hill Partridge,Frank Lambert,India,"Eaglenest Wildlife Sanctuary, Arunachal Pradesh",27.1001,92.4001,2800,call,,,field recording,//xeno-canto.org/78527,https://xeno-canto.org/78527/download,Arborophila_torqueola_nom-FL (not seen) Eaglenest 17April2011 2800m R09-0247.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC78527-small.png', 'med': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC78527-med.png', 'large': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC78527-large.png', 'full': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC78527-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/wave/XC78527-small.png', 'med': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/wave/XC78527-med.png', 'large': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/wave/XC78527-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:48,11:30,2011-04-17,2011-05-25,[],bird not seen,unknown,unknown,unknown,,,no,,,48000
183,183,21905,Arborophila,torqueola,,birds,Hill Partridge,Mathias Ritschard,India,"Yingkiong, Arunachal Pradesh",28.6333495,94.9747467,?,song,,,field recording,//xeno-canto.org/21905,https://xeno-canto.org/21905/download,HillPartridge240306m.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/AZXHPBEVSA/ffts/XC21905-small.png', 'med': '//xeno-canto.org/sounds/uploaded/AZXHPBEVSA/ffts/XC21905-med.png', 'large': '//xeno-canto.org/sounds/uploaded/AZXHPBEVSA/ffts/XC21905-large.png', 'full': '//xeno-canto.org/sounds/uploaded/AZXHPBEVSA/ffts/XC21905-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/AZXHPBEVSA/wave/XC21905-small.png', 'med': '//xeno-canto.org/sounds/uploaded/AZXHPBEVSA/wave/XC21905-med.png', 'large': '//xeno-canto.org/sounds/uploaded/AZXHPBEVSA/wave/XC21905-large.png'}",//creativecommons.org/licenses/by-nc-nd/2.5/,A,1:01,?,2006-03-24,2008-11-20,[],,unknown,unknown,unknown,,,no,,,44100
184,184,721717,Arborophila,torqueola,,birds,Hill Partridge,Jelle Scharringa,India,Lama Camp Eagle Nest wildlife sanctuary Arunachal Pradesh,27.1567,92.4606,2400,song,,,field recording,//xeno-canto.org/721717,https://xeno-canto.org/721717/download,XC721717-a04a.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/KDTMIWOGNC/ffts/XC721717-small.png', 'med': '//xeno-canto.org/sounds/uploaded/KDTMIWOGNC/ffts/XC721717-med.png', 'large': '//xeno-canto.org/sounds/uploaded/KDTMIWOGNC/ffts/XC721717-large.png', 'full': '//xeno-canto.org/sounds/uploaded/KDTMIWOGNC/ffts/XC721717-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/KDTMIWOGNC/wave/XC721717-small.png', 'med': '//xeno-canto.org/sounds/uploaded/KDTMIWOGNC/wave/XC721717-med.png', 'large': '//xeno-canto.org/sounds/uploaded/KDTMIWOGNC/wave/XC721717-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:34,16:50,2017-03-02,2022-05-04,['Heterophasia pulchella'],"Forest slope high above the camp 
",no,no,no,,,no,,,44100
185,185,547733,Arborophila,torqueola,,birds,Hill Partridge,Andrew Spencer,India,"George Everest, Uttarakhand",30.4589,78.0232,,call,,,field recording,//xeno-canto.org/547733,https://xeno-canto.org/547733/download,XC547733-Hill Partridge2019-4-17-1.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/CDTGHVBGZP/ffts/XC547733-small.png', 'med': '//xeno-canto.org/sounds/uploaded/CDTGHVBGZP/ffts/XC547733-med.png', 'large': '//xeno-canto.org/sounds/uploaded/CDTGHVBGZP/ffts/XC547733-large.png', 'full': '//xeno-canto.org/sounds/uploaded/CDTGHVBGZP/ffts/XC547733-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/CDTGHVBGZP/wave/XC547733-small.png', 'med': '//xeno-canto.org/sounds/uploaded/CDTGHVBGZP/wave/XC547733-med.png', 'large': '//xeno-canto.org/sounds/uploaded/CDTGHVBGZP/wave/XC547733-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,B,0:34,10:23,2019-04-17,2020-04-19,[],"Quiet calls from a male bird on the ground in tall rhododendron forest, first foraging and then walking away slowly. Archived at the Macaulay Library as ML173069371",yes,yes,no,,,no,,,48000
186,186,472583,Arborophila,torqueola,,birds,Hill Partridge,Peter Boesman,India,"Chopta, Kedarnath NP, Uttarakhand",30.48,79.2,,song,,,field recording,//xeno-canto.org/472583,https://xeno-canto.org/472583/download,XC472583-LS102343 Hill Partridge alt song B.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC472583-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC472583-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC472583-large.png', 'full': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC472583-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC472583-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC472583-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC472583-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,B,1:02,09:30,2019-04-18,2019-05-10,[],Alternative song.,unknown,unknown,unknown,,,no,,,44100
187,187,470305,Arborophila,torqueola,,birds,Hill Partridge,Ramit Singal,India,"Eaglenest Pass, Eaglenest WLS, Arunachal Pradesh",27.1253,92.4553,2800,song,,,field recording,//xeno-canto.org/470305,https://xeno-canto.org/470305/download,XC470305-MIXPRE-513_Hill Partridge_20190423_Eaglenest Pass.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/FPDBIILGCX/ffts/XC470305-small.png', 'med': '//xeno-canto.org/sounds/uploaded/FPDBIILGCX/ffts/XC470305-med.png', 'large': '//xeno-canto.org/sounds/uploaded/FPDBIILGCX/ffts/XC470305-large.png', 'full': '//xeno-canto.org/sounds/uploaded/FPDBIILGCX/ffts/XC470305-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/FPDBIILGCX/wave/XC470305-small.png', 'med': '//xeno-canto.org/sounds/uploaded/FPDBIILGCX/wave/XC470305-med.png', 'large': '//xeno-canto.org/sounds/uploaded/FPDBIILGCX/wave/XC470305-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:27,06:00,2019-04-23,2019-05-04,[],,no,no,no,,,no,,,48000
188,188,407653,Arborophila,torqueola,millardi,birds,Hill Partridge,Rolf A. de By,India,"Mud Hut, Chopta/Chamoli, Uttarakhand",30.4776,79.211,2900,song,,,field recording,//xeno-canto.org/407653,https://xeno-canto.org/407653/download,XC407653-rdb067_2018-03-18_07h03_HillPartridge_01.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/PTYTXQRLSZ/ffts/XC407653-small.png', 'med': '//xeno-canto.org/sounds/uploaded/PTYTXQRLSZ/ffts/XC407653-med.png', 'large': '//xeno-canto.org/sounds/uploaded/PTYTXQRLSZ/ffts/XC407653-large.png', 'full': '//xeno-canto.org/sounds/uploaded/PTYTXQRLSZ/ffts/XC407653-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/PTYTXQRLSZ/wave/XC407653-small.png', 'med': '//xeno-canto.org/sounds/uploaded/PTYTXQRLSZ/wave/XC407653-med.png', 'large': '//xeno-canto.org/sounds/uploaded/PTYTXQRLSZ/wave/XC407653-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:53,07:03,2018-03-18,2018-03-27,[],"Bird calling up slope and away from me, possibly at distance of 250 m.  Never seen.  Recording engineered around frequency of call and upped in volume.  Ssp inferred from location only.",no,no,no,,,no,,,48000
189,189,384143,Arborophila,torqueola,,birds,Hill Partridge,Prashant Kumar,India,"Uliyani, Pauri Garhwal, Uttarakhand",29.946,79.1228,2000,call,male,,field recording,//xeno-canto.org/384143,https://xeno-canto.org/384143/download,XC384143-Hill Partridge (july 27 ufrainkhal).mp3,"{'small': '//xeno-canto.org/sounds/uploaded/MOXWUBXSZX/ffts/XC384143-small.png', 'med': '//xeno-canto.org/sounds/uploaded/MOXWUBXSZX/ffts/XC384143-med.png', 'large': '//xeno-canto.org/sounds/uploaded/MOXWUBXSZX/ffts/XC384143-large.png', 'full': '//xeno-canto.org/sounds/uploaded/MOXWUBXSZX/ffts/XC384143-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/MOXWUBXSZX/wave/XC384143-small.png', 'med': '//xeno-canto.org/sounds/uploaded/MOXWUBXSZX/wave/XC384143-med.png', 'large': '//xeno-canto.org/sounds/uploaded/MOXWUBXSZX/wave/XC384143-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:24,15:24,2017-07-27,2017-08-25,[],,yes,yes,no,,,no,,,44100
190,190,323925,Arborophila,torqueola,,birds,Hill Partridge,Mandar Bhagat,India,pangot  uttarakhand,29.443,79.418,2200,song,,,field recording,//xeno-canto.org/323925,https://xeno-canto.org/323925/download,XC323925-Hill Partridge 05.04.2016 008.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/AYVZLXCRDU/ffts/XC323925-small.png', 'med': '//xeno-canto.org/sounds/uploaded/AYVZLXCRDU/ffts/XC323925-med.png', 'large': '//xeno-canto.org/sounds/uploaded/AYVZLXCRDU/ffts/XC323925-large.png', 'full': '//xeno-canto.org/sounds/uploaded/AYVZLXCRDU/ffts/XC323925-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/AYVZLXCRDU/wave/XC323925-small.png', 'med': '//xeno-canto.org/sounds/uploaded/AYVZLXCRDU/wave/XC323925-med.png', 'large': '//xeno-canto.org/sounds/uploaded/AYVZLXCRDU/wave/XC323925-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,B,0:21,08:30,2016-04-05,2016-06-24,[],,no,no,no,,,no,,,48000
191,191,312143,Arborophila,torqueola,,birds,Hill Partridge,KALYAN SINGH SAJWAN,India,Kedarnath Wild Life Sanctuary,,,2700,song,,,field recording,//xeno-canto.org/312143,https://xeno-canto.org/312143/download,XC312143-Common Hill Partridge.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/SEKZCHLPML/ffts/XC312143-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SEKZCHLPML/ffts/XC312143-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SEKZCHLPML/ffts/XC312143-large.png', 'full': '//xeno-canto.org/sounds/uploaded/SEKZCHLPML/ffts/XC312143-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/SEKZCHLPML/wave/XC312143-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SEKZCHLPML/wave/XC312143-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SEKZCHLPML/wave/XC312143-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,1:07,06:30,2016-04-09,2016-04-13,[],,no,no,no,,,no,,,48000
192,192,104132,Arborophila,torqueola,,birds,Hill Partridge,vir joshi,India,pangot uttarakhand,29.426,79.436,2000,call,,,field recording,//xeno-canto.org/104132,https://xeno-canto.org/104132/download,hill partridge x.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/ZXGYSIOPJJ/ffts/XC104132-small.png', 'med': '//xeno-canto.org/sounds/uploaded/ZXGYSIOPJJ/ffts/XC104132-med.png', 'large': '//xeno-canto.org/sounds/uploaded/ZXGYSIOPJJ/ffts/XC104132-large.png', 'full': '//xeno-canto.org/sounds/uploaded/ZXGYSIOPJJ/ffts/XC104132-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/ZXGYSIOPJJ/wave/XC104132-small.png', 'med': '//xeno-canto.org/sounds/uploaded/ZXGYSIOPJJ/wave/XC104132-med.png', 'large': '//xeno-canto.org/sounds/uploaded/ZXGYSIOPJJ/wave/XC104132-large.png'}",//creativecommons.org/licenses/by-nc-nd/2.5/,B,0:07,4:00 am,2012-05-16,2012-06-22,[],,unknown,unknown,unknown,,,no,,,44100
193,193,80002,Arborophila,torqueola,,birds,Hill Partridge,Frank Lambert,India,"Eaglenest Wildlife Sanctuary, Arunachal Pradesh",27.1001,92.4001,2550,call,,,field recording,//xeno-canto.org/80002,https://xeno-canto.org/80002/download,Arborophila_torqueola-FL calls Eaglenest 18Apr11 2550m R09_0031.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC80002-small.png', 'med': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC80002-med.png', 'large': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC80002-large.png', 'full': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC80002-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/wave/XC80002-small.png', 'med': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/wave/XC80002-med.png', 'large': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/wave/XC80002-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,B,0:45,10:45,2011-04-18,2011-06-07,[],,unknown,unknown,unknown,,,no,,,44100
194,194,79833,Arborophila,torqueola,,birds,Hill Partridge,Frank Lambert,India,"Eaglenest Wildlife Sanctuary, Arunachal Pradesh",27.1001,92.4001,2800,"call, song",,,field recording,//xeno-canto.org/79833,https://xeno-canto.org/79833/download,Arborophila_torqueola-FL song_calls Eaglenest 22Apr11 2800m R09_0179.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC79833-small.png', 'med': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC79833-med.png', 'large': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC79833-large.png', 'full': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC79833-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/wave/XC79833-small.png', 'med': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/wave/XC79833-med.png', 'large': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/wave/XC79833-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,B,1:38,14:00,2011-04-22,2011-06-05,[],in response to playback,unknown,unknown,unknown,,,no,,,44100
195,195,79829,Arborophila,torqueola,,birds,Hill Partridge,Frank Lambert,India,"Eaglenest Wildlife Sanctuary, Arunachal Pradesh",27.1001,92.4001,2800,"call, agitated calls",,,field recording,//xeno-canto.org/79829,https://xeno-canto.org/79829/download,Arborophila_torqueola-FL agitated calls Eaglenest 22Apr11 2800m R09_0177.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC79829-small.png', 'med': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC79829-med.png', 'large': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC79829-large.png', 'full': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC79829-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/wave/XC79829-small.png', 'med': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/wave/XC79829-med.png', 'large': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/wave/XC79829-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,B,0:36,14:00,2011-04-22,2011-06-05,[],calling in response to playback,unknown,unknown,unknown,,,no,,,44100
196,196,426418,Arborophila,torqueola,,birds,Hill Partridge,Peter Boesman,India,"Eagle Nest, Bompu camp area, Arrunachal Pradesh",27.11667,92.43333,,song,,,field recording,//xeno-canto.org/426418,https://xeno-canto.org/426418/download,XC426418-LS108438 Partridge QQQQ crescendo song C.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC426418-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC426418-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC426418-large.png', 'full': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC426418-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC426418-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC426418-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC426418-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,C,0:21,08:00,2018-04-03,2018-07-23,[],ID based on similarity with XC115139.,unknown,unknown,unknown,,,no,,,44100
197,197,402014,Arborophila,torqueola,,birds,Hill Partridge,Mike Dooher,India,sattal uttrakhand,29.348,79.529,1300,"call, duet, song","female, male",,field recording,//xeno-canto.org/402014,https://xeno-canto.org/402014/download,XC402014-Hill Partridge-Duet 01 - 23Sep15 - Sattal UK.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/TATSBCLUJW/ffts/XC402014-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TATSBCLUJW/ffts/XC402014-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TATSBCLUJW/ffts/XC402014-large.png', 'full': '//xeno-canto.org/sounds/uploaded/TATSBCLUJW/ffts/XC402014-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/TATSBCLUJW/wave/XC402014-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TATSBCLUJW/wave/XC402014-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TATSBCLUJW/wave/XC402014-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:23,08:00,2015-09-23,2018-02-07,[],,no,no,no,,,no,,,16000
198,198,341556,Arborophila,torqueola,,birds,Hill Partridge,Yashastilak  Singh,India,"Jeolikote, Nainital, Uttarakhand",29.3436,79.4835,1300,alarm call,,,field recording,//xeno-canto.org/341556,https://xeno-canto.org/341556/download,XC341556-Hill Partrige Jeolikot Oct 2016.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/FUVWUUTLYV/ffts/XC341556-small.png', 'med': '//xeno-canto.org/sounds/uploaded/FUVWUUTLYV/ffts/XC341556-med.png', 'large': '//xeno-canto.org/sounds/uploaded/FUVWUUTLYV/ffts/XC341556-large.png', 'full': '//xeno-canto.org/sounds/uploaded/FUVWUUTLYV/ffts/XC341556-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/FUVWUUTLYV/wave/XC341556-small.png', 'med': '//xeno-canto.org/sounds/uploaded/FUVWUUTLYV/wave/XC341556-med.png', 'large': '//xeno-canto.org/sounds/uploaded/FUVWUUTLYV/wave/XC341556-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:18,06:00,2016-10-19,2016-11-05,[],assuming it to be an alarm call since we were near the bird. Not sure,no,no,unknown,,,no,,,44100
199,199,74360,Arborophila,torqueola,millardi,birds,Hill Partridge,Mike Nelson,India,"Jungle Lore Birding Lodge, Pangot, Uttarakhand",29.423,79.426,2200,song,,,field recording,//xeno-canto.org/74360,https://xeno-canto.org/74360/download,RufousthroatedPartridge.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC74360-small.png', 'med': '//xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC74360-med.png', 'large': '//xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC74360-large.png', 'full': '//xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC74360-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/PWDLINYMKL/wave/XC74360-small.png', 'med': '//xeno-canto.org/sounds/uploaded/PWDLINYMKL/wave/XC74360-med.png', 'large': '//xeno-canto.org/sounds/uploaded/PWDLINYMKL/wave/XC74360-large.png'}",//creativecommons.org/licenses/by-nc-sa/3.0/,C,2:04,7:30am,2011-03-03,2011-03-25,['Parus monticolus'],Several calling in the early morning on the other side of Pangot. Hannu Jannes ID this as the less commonly heard call from this species not Rufous-throated Partridge.,unknown,unknown,unknown,,,no,,,44100
245,245,540542,Galloperdix,spadicea,,birds,Red Spurfowl,Harsha K Kumar,India,"Tirupati, Chittoor, Andhra Pradesh",13.6541,79.4558,140,call,uncertain,uncertain,field recording,//xeno-canto.org/540542,https://xeno-canto.org/540542/download,XC540542-Red Spurfowl.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/PFHIRMUPVV/ffts/XC540542-small.png', 'med': '//xeno-canto.org/sounds/uploaded/PFHIRMUPVV/ffts/XC540542-med.png', 'large': '//xeno-canto.org/sounds/uploaded/PFHIRMUPVV/ffts/XC540542-large.png', 'full': '//xeno-canto.org/sounds/uploaded/PFHIRMUPVV/ffts/XC540542-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/PFHIRMUPVV/wave/XC540542-small.png', 'med': '//xeno-canto.org/sounds/uploaded/PFHIRMUPVV/wave/XC540542-med.png', 'large': '//xeno-canto.org/sounds/uploaded/PFHIRMUPVV/wave/XC540542-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,no score,0:08,07:11,2020-04-01,2020-04-01,[],Calling from the trench at Bhupal housing colony/Sechachalam reserve forest.,no,no,no,,,no,,,44100
246,246,760790,Galloperdix,spadicea,,birds,Red Spurfowl,Jairam Vijayan,India,"Payyavoor, Kannur, Kerala",12.0579,75.5804,50,"call, song",male,,field recording,//xeno-canto.org/760790,https://xeno-canto.org/760790/download,XC760790-Red-spurfowl.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/QGLRGBGPIY/ffts/XC760790-small.png', 'med': '//xeno-canto.org/sounds/uploaded/QGLRGBGPIY/ffts/XC760790-med.png', 'large': '//xeno-canto.org/sounds/uploaded/QGLRGBGPIY/ffts/XC760790-large.png', 'full': '//xeno-canto.org/sounds/uploaded/QGLRGBGPIY/ffts/XC760790-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/QGLRGBGPIY/wave/XC760790-small.png', 'med': '//xeno-canto.org/sounds/uploaded/QGLRGBGPIY/wave/XC760790-med.png', 'large': '//xeno-canto.org/sounds/uploaded/QGLRGBGPIY/wave/XC760790-large.png'}",//creativecommons.org/licenses/by-sa/4.0/,A,0:10,18:00,2022-11-11,2022-11-12,[],,yes,yes,no,,234558.0,yes,Redmi Note 5 phone ,Zebronics Zeb. Lark,44100
247,247,668357,Galloperdix,spadicea,,birds,Red Spurfowl,RAVEENDRAN K C,India,"Kodassery, Thrissur, Kerala",10.3406,76.3467,30,"alarm call, flight call",uncertain,adult,field recording,//xeno-canto.org/668357,https://xeno-canto.org/668357/download,XC668357-Rfoul MP3.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/HAGLCIIECW/ffts/XC668357-small.png', 'med': '//xeno-canto.org/sounds/uploaded/HAGLCIIECW/ffts/XC668357-med.png', 'large': '//xeno-canto.org/sounds/uploaded/HAGLCIIECW/ffts/XC668357-large.png', 'full': '//xeno-canto.org/sounds/uploaded/HAGLCIIECW/ffts/XC668357-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/HAGLCIIECW/wave/XC668357-small.png', 'med': '//xeno-canto.org/sounds/uploaded/HAGLCIIECW/wave/XC668357-med.png', 'large': '//xeno-canto.org/sounds/uploaded/HAGLCIIECW/wave/XC668357-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:17,06:30,2021-08-15,2021-08-15,[],Heard this call from a bush and the bird flew away.,no,no,no,,,no,,,44100
