,id,gen,sp,ssp,group,en,rec,cnt,loc,lat,lng,alt,type,sex,stage,method,url,file,file-name,sono,osci,lic,q,length,time,date,uploaded,also,rmk,bird-seen,animal-seen,playback-used,temp,regnr,auto,dvc,mic,smp
134,83130,Coturnix,coromandelica,,birds,Rain Quail,vir joshi,India,saldi pond    nagnath road amreli gujarat,21.5739,71.322,?,"call, song, call or song",,,field recording,//xeno-canto.org/83130,https://xeno-canto.org/83130/download,Rq1.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/ZXGYSIOPJJ/ffts/XC83130-small.png', 'med': '//xeno-canto.org/sounds/uploaded/ZXGYSIOPJJ/ffts/XC83130-med.png', 'large': '//xeno-canto.org/sounds/uploaded/ZXGYSIOPJJ/ffts/XC83130-large.png', 'full': '//xeno-canto.org/sounds/uploaded/ZXGYSIOPJJ/ffts/XC83130-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/ZXGYSIOPJJ/wave/XC83130-small.png', 'med': '//xeno-canto.org/sounds/uploaded/ZXGYSIOPJJ/wave/XC83130-med.png', 'large': '//xeno-canto.org/sounds/uploaded/ZXGYSIOPJJ/wave/XC83130-large.png'}",//creativecommons.org/licenses/by-nc-nd/2.5/,B,0:07,8:00 am,2011-07-10,2011-07-12,[],monsoon visitor,unknown,unknown,unknown,,,no,,,8000
135,594092,Coturnix,coromandelica,,birds,Rain Quail,Bhaskar Pandeti,India,"Bengaluru, Bangalore Rural, Karnataka",13.0721,77.7702,850,,uncertain,,field recording,//xeno-canto.org/594092,https://xeno-canto.org/594092/download,XC594092-rainquail10Oct.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/RHYFAOLMZN/ffts/XC594092-small.png', 'med': '//xeno-canto.org/sounds/uploaded/RHYFAOLMZN/ffts/XC594092-med.png', 'large': '//xeno-canto.org/sounds/uploaded/RHYFAOLMZN/ffts/XC594092-large.png', 'full': '//xeno-canto.org/sounds/uploaded/RHYFAOLMZN/ffts/XC594092-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/RHYFAOLMZN/wave/XC594092-small.png', 'med': '//xeno-canto.org/sounds/uploaded/RHYFAOLMZN/wave/XC594092-med.png', 'large': '//xeno-canto.org/sounds/uploaded/RHYFAOLMZN/wave/XC594092-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:28,07:00,2020-10-10,2020-10-10,[],,yes,yes,no,,,no,,,48000
136,501631,Coturnix,coromandelica,,birds,Rain Quail,Kaustubh Machnurkar,India,"Dongarwadi, Sangli, Maharashtra",16.9051,74.8387,850,call,,,field recording,//xeno-canto.org/501631,https://xeno-canto.org/501631/download,XC501631-rain quail.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/QLYSXFUQNU/ffts/XC501631-small.png', 'med': '//xeno-canto.org/sounds/uploaded/QLYSXFUQNU/ffts/XC501631-med.png', 'large': '//xeno-canto.org/sounds/uploaded/QLYSXFUQNU/ffts/XC501631-large.png', 'full': '//xeno-canto.org/sounds/uploaded/QLYSXFUQNU/ffts/XC501631-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/QLYSXFUQNU/wave/XC501631-small.png', 'med': '//xeno-canto.org/sounds/uploaded/QLYSXFUQNU/wave/XC501631-med.png', 'large': '//xeno-canto.org/sounds/uploaded/QLYSXFUQNU/wave/XC501631-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:08,11:30,2019-10-06,2019-10-09,[],Calls from multiple locations,no,no,no,,,no,,,44100
137,332638,Coturnix,coromandelica,,birds,Rain Quail,Subhajit Chaudhuri,India,"Shokaliya village outskirts, Ajmer District",26.2104,74.7982,200,song,,,field recording,//xeno-canto.org/332638,https://xeno-canto.org/332638/download,XC332638-Rain Quail 2.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/MBNXNBZWWW/ffts/XC332638-small.png', 'med': '//xeno-canto.org/sounds/uploaded/MBNXNBZWWW/ffts/XC332638-med.png', 'large': '//xeno-canto.org/sounds/uploaded/MBNXNBZWWW/ffts/XC332638-large.png', 'full': '//xeno-canto.org/sounds/uploaded/MBNXNBZWWW/ffts/XC332638-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/MBNXNBZWWW/wave/XC332638-small.png', 'med': '//xeno-canto.org/sounds/uploaded/MBNXNBZWWW/wave/XC332638-med.png', 'large': '//xeno-canto.org/sounds/uploaded/MBNXNBZWWW/wave/XC332638-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:25,07:00,2016-08-14,2016-08-29,[],A male was foraging.Saw it crossing the road and started calling.,yes,yes,yes,,,no,,,44100
138,109775,Coturnix,coromandelica,,birds,Rain Quail,RAM MALLYA,India,BELGAUM KARNATAKA INDIA ,15.6798,74.3478,780,?,,,field recording,//xeno-canto.org/109775,https://xeno-canto.org/109775/download,RAIN QUAIL.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/HEMQEAWDKE/ffts/XC109775-small.png', 'med': '//xeno-canto.org/sounds/uploaded/HEMQEAWDKE/ffts/XC109775-med.png', 'large': '//xeno-canto.org/sounds/uploaded/HEMQEAWDKE/ffts/XC109775-large.png', 'full': '//xeno-canto.org/sounds/uploaded/HEMQEAWDKE/ffts/XC109775-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/HEMQEAWDKE/wave/XC109775-small.png', 'med': '//xeno-canto.org/sounds/uploaded/HEMQEAWDKE/wave/XC109775-med.png', 'large': '//xeno-canto.org/sounds/uploaded/HEMQEAWDKE/wave/XC109775-large.png'}",//creativecommons.org/licenses/by-nc-nd/2.5/,C,0:10,7:30 AM,2012-09-13,2012-09-15,[],,unknown,unknown,unknown,,,no,,,22050
139,426544,Excalfactoria,chinensis,,birds,King Quail,Peter Boesman,India,"Manas National Park, Assam",26.672638,91.004331,,song,,,field recording,//xeno-canto.org/426544,https://xeno-canto.org/426544/download,XC426544-LS108862 QQQ song B.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC426544-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC426544-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC426544-large.png', 'full': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC426544-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC426544-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC426544-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC426544-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,B,0:08,06:30,2018-04-09,2018-07-23,[],ID based on similarity with XC194163.,unknown,unknown,unknown,,,no,,,44100
140,672093,Perdicula,asiatica,,birds,Jungle Bush Quail,Saswat Mishra,India,"Surangi, Dadra and Nagar Haveli, Dadra and Nagar Haveli and Daman and Diu",20.161,73.0483,400,"begging call, call",male,adult,field recording,//xeno-canto.org/672093,https://xeno-canto.org/672093/download,XC672093-bushqVID_254050827_085258_589[ExtAudio].mp3,"{'small': '//xeno-canto.org/sounds/uploaded/XPJPAURDHD/ffts/XC672093-small.png', 'med': '//xeno-canto.org/sounds/uploaded/XPJPAURDHD/ffts/XC672093-med.png', 'large': '//xeno-canto.org/sounds/uploaded/XPJPAURDHD/ffts/XC672093-large.png', 'full': '//xeno-canto.org/sounds/uploaded/XPJPAURDHD/ffts/XC672093-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/XPJPAURDHD/wave/XC672093-small.png', 'med': '//xeno-canto.org/sounds/uploaded/XPJPAURDHD/wave/XC672093-med.png', 'large': '//xeno-canto.org/sounds/uploaded/XPJPAURDHD/wave/XC672093-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:12,05:00,2020-09-12,2021-09-04,[],,yes,yes,no,,,no,,,44100
141,416881,Perdicula,asiatica,,birds,Jungle Bush Quail,Mandar Bhagat,India,"Uguem VP (near  Nagvem), South Goa, Goa",15.2177,74.1277,80,"call, song, ?",,,field recording,//xeno-canto.org/416881,https://xeno-canto.org/416881/download,XC416881-Jungle Bush Quail 29.07.2017 ZOOM0026.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/AYVZLXCRDU/ffts/XC416881-small.png', 'med': '//xeno-canto.org/sounds/uploaded/AYVZLXCRDU/ffts/XC416881-med.png', 'large': '//xeno-canto.org/sounds/uploaded/AYVZLXCRDU/ffts/XC416881-large.png', 'full': '//xeno-canto.org/sounds/uploaded/AYVZLXCRDU/ffts/XC416881-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/AYVZLXCRDU/wave/XC416881-small.png', 'med': '//xeno-canto.org/sounds/uploaded/AYVZLXCRDU/wave/XC416881-med.png', 'large': '//xeno-canto.org/sounds/uploaded/AYVZLXCRDU/wave/XC416881-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:15,10:50,2017-07-30,2018-05-25,[],,yes,yes,no,,,no,,,44100
142,374897,Perdicula,asiatica,,birds,Jungle Bush Quail,Viral joshi,India,"Asundrali, Junagadh, Gujarat",21.0413,71.0693,140,song,male,,field recording,//xeno-canto.org/374897,https://xeno-canto.org/374897/download,XC374897-Jungle Bushquail x 18122016 (4).mp3,"{'small': '//xeno-canto.org/sounds/uploaded/ZXGYSIOPJJ/ffts/XC374897-small.png', 'med': '//xeno-canto.org/sounds/uploaded/ZXGYSIOPJJ/ffts/XC374897-med.png', 'large': '//xeno-canto.org/sounds/uploaded/ZXGYSIOPJJ/ffts/XC374897-large.png', 'full': '//xeno-canto.org/sounds/uploaded/ZXGYSIOPJJ/ffts/XC374897-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/ZXGYSIOPJJ/wave/XC374897-small.png', 'med': '//xeno-canto.org/sounds/uploaded/ZXGYSIOPJJ/wave/XC374897-med.png', 'large': '//xeno-canto.org/sounds/uploaded/ZXGYSIOPJJ/wave/XC374897-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:22,07:30,2016-12-18,2017-06-11,[],,yes,yes,no,,,no,,,44100
143,207015,Perdicula,asiatica,vidali,birds,Jungle Bush Quail,Rajgopal Patil,India,"Pabe Ghat, Pune, Maharashtra",18.3344,73.6749,950,call,,,field recording,//xeno-canto.org/207015,https://xeno-canto.org/207015/download,XC207015-Quail-Jungle-Bush-Perdicula-asiatica-Pabe-Khind-20140923-000-RNP.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/UUXSJGNURV/ffts/XC207015-small.png', 'med': '//xeno-canto.org/sounds/uploaded/UUXSJGNURV/ffts/XC207015-med.png', 'large': '//xeno-canto.org/sounds/uploaded/UUXSJGNURV/ffts/XC207015-large.png', 'full': '//xeno-canto.org/sounds/uploaded/UUXSJGNURV/ffts/XC207015-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/UUXSJGNURV/wave/XC207015-small.png', 'med': '//xeno-canto.org/sounds/uploaded/UUXSJGNURV/wave/XC207015-med.png', 'large': '//xeno-canto.org/sounds/uploaded/UUXSJGNURV/wave/XC207015-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:11,10:00,2014-09-23,2014-12-19,['Lanius schach'],,no,no,no,,,no,,,44100
144,416879,Perdicula,asiatica,,birds,Jungle Bush Quail,Mandar Bhagat,India,"Uguem VP (near  Nagvem), South Goa, Goa",15.2177,74.1277,80,"call, song, ?",,,field recording,//xeno-canto.org/416879,https://xeno-canto.org/416879/download,XC416879-Jungle Bush Quail 30.07.2017 ZOOM0024.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/AYVZLXCRDU/ffts/XC416879-small.png', 'med': '//xeno-canto.org/sounds/uploaded/AYVZLXCRDU/ffts/XC416879-med.png', 'large': '//xeno-canto.org/sounds/uploaded/AYVZLXCRDU/ffts/XC416879-large.png', 'full': '//xeno-canto.org/sounds/uploaded/AYVZLXCRDU/ffts/XC416879-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/AYVZLXCRDU/wave/XC416879-small.png', 'med': '//xeno-canto.org/sounds/uploaded/AYVZLXCRDU/wave/XC416879-med.png', 'large': '//xeno-canto.org/sounds/uploaded/AYVZLXCRDU/wave/XC416879-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,B,0:05,10:40,2017-07-30,2018-05-25,[],,yes,yes,no,,,no,,,44100
145,90625,Perdicula,asiatica,,birds,Jungle Bush Quail,vir joshi,India,liliya amreli  gujarat india,21.5948,71.3948,?,"call, comunication call",,,field recording,//xeno-canto.org/90625,https://xeno-canto.org/90625/download,junglebushquailef.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/ZXGYSIOPJJ/ffts/XC90625-small.png', 'med': '//xeno-canto.org/sounds/uploaded/ZXGYSIOPJJ/ffts/XC90625-med.png', 'large': '//xeno-canto.org/sounds/uploaded/ZXGYSIOPJJ/ffts/XC90625-large.png', 'full': '//xeno-canto.org/sounds/uploaded/ZXGYSIOPJJ/ffts/XC90625-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/ZXGYSIOPJJ/wave/XC90625-small.png', 'med': '//xeno-canto.org/sounds/uploaded/ZXGYSIOPJJ/wave/XC90625-med.png', 'large': '//xeno-canto.org/sounds/uploaded/ZXGYSIOPJJ/wave/XC90625-large.png'}",//creativecommons.org/licenses/by-nc-nd/2.5/,B,0:15,10:00am,2011-12-01,2011-12-01,[],,unknown,unknown,unknown,,,no,,,44100
146,506756,Perdicula,asiatica,,birds,Jungle Bush Quail,Roozbeh Gazdar,India,"New Delhi, New Delhi, Delhi",28.5036,77.1219,260,call,uncertain,adult,field recording,//xeno-canto.org/506756,https://xeno-canto.org/506756/download,XC506756-Jungle bush quail ABP.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/WMILIWUHMS/ffts/XC506756-small.png', 'med': '//xeno-canto.org/sounds/uploaded/WMILIWUHMS/ffts/XC506756-med.png', 'large': '//xeno-canto.org/sounds/uploaded/WMILIWUHMS/ffts/XC506756-large.png', 'full': '//xeno-canto.org/sounds/uploaded/WMILIWUHMS/ffts/XC506756-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/WMILIWUHMS/wave/XC506756-small.png', 'med': '//xeno-canto.org/sounds/uploaded/WMILIWUHMS/wave/XC506756-med.png', 'large': '//xeno-canto.org/sounds/uploaded/WMILIWUHMS/wave/XC506756-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:49,16:30,2019-11-08,2019-11-13,"['Sylvia curruca', 'Pycnonotus jocosus', 'Francolinus pondicerianus']",Call heard just before dusk.,no,no,no,,,no,,,44100
147,369424,Perdicula,asiatica,,birds,Jungle Bush Quail,Peter Boesman,India,"Bokkapuram area, The Nilgiris County, Tamil Nadu",11.5389,76.6428,?,song,,,field recording,//xeno-canto.org/369424,https://xeno-canto.org/369424/download,XC369424-LS105104 Jungle Bushquail Q song C.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC369424-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC369424-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC369424-large.png', 'full': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC369424-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC369424-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC369424-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC369424-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,C,0:08,18:30,2017-04-17,2017-05-12,[],ID certainty 60%. Trill at dusk from an area where Jungle Bushquails were present.,unknown,unknown,unknown,,,no,,,44100
148,369423,Perdicula,asiatica,,birds,Jungle Bush Quail,Peter Boesman,India,"Bokkapuram area, The Nilgiris County, Tamil Nadu",11.5389,76.6428,?,song,,,field recording,//xeno-canto.org/369423,https://xeno-canto.org/369423/download,XC369423-LS105103 Jungle Bushquail Q song C.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC369423-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC369423-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC369423-large.png', 'full': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC369423-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC369423-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC369423-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC369423-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,C,0:15,18:30,2017-04-17,2017-05-12,[],ID certainty 60%. Trill at dusk from an area where Jungle Bushquails were present.,unknown,unknown,unknown,,,no,,,44100
149,369422,Perdicula,asiatica,,birds,Jungle Bush Quail,Peter Boesman,India,"Bokkapuram area, The Nilgiris County, Tamil Nadu",11.5389,76.6428,,song,,,field recording,//xeno-canto.org/369422,https://xeno-canto.org/369422/download,XC369422-LS105102 Jungle Bushquail Q song C.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC369422-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC369422-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC369422-large.png', 'full': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC369422-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC369422-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC369422-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC369422-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,C,0:31,18:30,2017-04-17,2017-05-12,[],ID certainty 60%. Trill at dusk from an area where Jungle Bushquails were present.,unknown,unknown,unknown,,,no,,,44100
150,94588,Perdicula,asiatica,,birds,Jungle Bush Quail,Ramit Singal,India,Hampi,15.332,76.475,450,call,,,field recording,//xeno-canto.org/94588,https://xeno-canto.org/94588/download,MVI_7182.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/FPDBIILGCX/ffts/XC94588-small.png', 'med': '//xeno-canto.org/sounds/uploaded/FPDBIILGCX/ffts/XC94588-med.png', 'large': '//xeno-canto.org/sounds/uploaded/FPDBIILGCX/ffts/XC94588-large.png', 'full': '//xeno-canto.org/sounds/uploaded/FPDBIILGCX/ffts/XC94588-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/FPDBIILGCX/wave/XC94588-small.png', 'med': '//xeno-canto.org/sounds/uploaded/FPDBIILGCX/wave/XC94588-med.png', 'large': '//xeno-canto.org/sounds/uploaded/FPDBIILGCX/wave/XC94588-large.png'}",//creativecommons.org/licenses/by-nc-nd/2.5/,D,0:13,10:00,2012-01-28,2012-02-11,[],,unknown,unknown,unknown,,,no,,,44100
151,665623,Perdicula,argoondah,,birds,Rock Bush Quail,Ramesh Desai,India,"Itangihal, Bijapur, Karnataka",16.8684,75.6917,550,song,uncertain,adult,field recording,//xeno-canto.org/665623,https://xeno-canto.org/665623/download,XC665623-Rock-Bush Quail.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/OAUDZBJDGG/ffts/XC665623-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OAUDZBJDGG/ffts/XC665623-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OAUDZBJDGG/ffts/XC665623-large.png', 'full': '//xeno-canto.org/sounds/uploaded/OAUDZBJDGG/ffts/XC665623-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/OAUDZBJDGG/wave/XC665623-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OAUDZBJDGG/wave/XC665623-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OAUDZBJDGG/wave/XC665623-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:10,07:30,2021-07-30,2021-07-30,[],,no,no,no,,,no,,,44100
152,256682,Perdicula,argoondah,,birds,Rock Bush Quail,Viral joshi,India,saldi pond  amreli gujarat  India,21.593,71.312,110,song,,,field recording,//xeno-canto.org/256682,https://xeno-canto.org/256682/download,XC256682-rock bush quails.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/ZXGYSIOPJJ/ffts/XC256682-small.png', 'med': '//xeno-canto.org/sounds/uploaded/ZXGYSIOPJJ/ffts/XC256682-med.png', 'large': '//xeno-canto.org/sounds/uploaded/ZXGYSIOPJJ/ffts/XC256682-large.png', 'full': '//xeno-canto.org/sounds/uploaded/ZXGYSIOPJJ/ffts/XC256682-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/ZXGYSIOPJJ/wave/XC256682-small.png', 'med': '//xeno-canto.org/sounds/uploaded/ZXGYSIOPJJ/wave/XC256682-med.png', 'large': '//xeno-canto.org/sounds/uploaded/ZXGYSIOPJJ/wave/XC256682-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:05,17:00,2014-08-30,2015-07-13,[],,yes,yes,no,,,no,,,44100
153,586693,Perdicula,erythrorhyncha,,birds,Painted Bush Quail,Hemant Ware,India,"Panchgani, Satara, Maharashtra",17.9235,73.7965,1275,song,male,adult,field recording,//xeno-canto.org/586693,https://xeno-canto.org/586693/download,XC586693-260103121.wav,"{'small': '//xeno-canto.org/sounds/uploaded/VUAIYZEZDC/ffts/XC586693-small.png', 'med': '//xeno-canto.org/sounds/uploaded/VUAIYZEZDC/ffts/XC586693-med.png', 'large': '//xeno-canto.org/sounds/uploaded/VUAIYZEZDC/ffts/XC586693-large.png', 'full': '//xeno-canto.org/sounds/uploaded/VUAIYZEZDC/ffts/XC586693-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/VUAIYZEZDC/wave/XC586693-small.png', 'med': '//xeno-canto.org/sounds/uploaded/VUAIYZEZDC/wave/XC586693-med.png', 'large': '//xeno-canto.org/sounds/uploaded/VUAIYZEZDC/wave/XC586693-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:48,17:03,2020-09-02,2020-09-05,[],"Habitat- Mainly Grassland. Habitat also consists of strawberry farms.
Weather- Partially cloudy, no rains
Recording Equipment - Mobile

Primarily bird was identified by its song. We followed song and heard more counter calling songs. Two pairs seen one in farms and other in grassland. And one was heard from surrounding area.",yes,yes,no,,,no,,,48000
154,586503,Perdicula,erythrorhyncha,,birds,Painted Bush Quail,Avinash Bhagat,India,"Gureghar, Satara, Maharashtra",17.9264,73.738,1300,song,male,adult,field recording,//xeno-canto.org/586503,https://xeno-canto.org/586503/download,XC586503-Painted Bush Quail Call by Avinash Bhagat.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/BGOCYZPVTO/ffts/XC586503-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BGOCYZPVTO/ffts/XC586503-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BGOCYZPVTO/ffts/XC586503-large.png', 'full': '//xeno-canto.org/sounds/uploaded/BGOCYZPVTO/ffts/XC586503-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/BGOCYZPVTO/wave/XC586503-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BGOCYZPVTO/wave/XC586503-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BGOCYZPVTO/wave/XC586503-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:11,17:00,2020-09-03,2020-09-04,[],Heard the call from long distance and approached the bird. There were two males calling each other. I reached nearby to one and recorded the call. ,yes,yes,no,,,no,,,48000
155,497518,Perdicula,erythrorhyncha,,birds,Painted Bush Quail,Prateik Kulkarni,India,"Gureghar, Satara, Maharashtra",17.9264,73.738,1300,song,male,,field recording,//xeno-canto.org/497518,https://xeno-canto.org/497518/download,XC497518-Painted Bush Quail - male (fast whistles).mp3,"{'small': '//xeno-canto.org/sounds/uploaded/GULGAACSCS/ffts/XC497518-small.png', 'med': '//xeno-canto.org/sounds/uploaded/GULGAACSCS/ffts/XC497518-med.png', 'large': '//xeno-canto.org/sounds/uploaded/GULGAACSCS/ffts/XC497518-large.png', 'full': '//xeno-canto.org/sounds/uploaded/GULGAACSCS/ffts/XC497518-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/GULGAACSCS/wave/XC497518-small.png', 'med': '//xeno-canto.org/sounds/uploaded/GULGAACSCS/wave/XC497518-med.png', 'large': '//xeno-canto.org/sounds/uploaded/GULGAACSCS/wave/XC497518-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:21,17:55,2019-07-23,2019-09-16,['Turdus simillimus'],,yes,yes,no,,,no,,,44100
156,497517,Perdicula,erythrorhyncha,,birds,Painted Bush Quail,Prateik Kulkarni,India,"Mapro Garden (near  Gureghar), Satara, Maharashtra",17.9241,73.7362,1300,song,male,,field recording,//xeno-canto.org/497517,https://xeno-canto.org/497517/download,XC497517-Painted Bush Quail - male (whistles).mp3,"{'small': '//xeno-canto.org/sounds/uploaded/GULGAACSCS/ffts/XC497517-small.png', 'med': '//xeno-canto.org/sounds/uploaded/GULGAACSCS/ffts/XC497517-med.png', 'large': '//xeno-canto.org/sounds/uploaded/GULGAACSCS/ffts/XC497517-large.png', 'full': '//xeno-canto.org/sounds/uploaded/GULGAACSCS/ffts/XC497517-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/GULGAACSCS/wave/XC497517-small.png', 'med': '//xeno-canto.org/sounds/uploaded/GULGAACSCS/wave/XC497517-med.png', 'large': '//xeno-canto.org/sounds/uploaded/GULGAACSCS/wave/XC497517-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:04,09:37,2019-07-23,2019-09-16,[],,yes,yes,no,,,no,,,44100
157,473853,Perdicula,erythrorhyncha,erythrorhyncha,birds,Painted Bush Quail,Frank Lambert,India,"Nr Munnar (not exact location) Kannan Devan Hills, Idukki, Kerala",10.0965,77.0582,1500,call,,,field recording,//xeno-canto.org/473853,https://xeno-canto.org/473853/download,XC473853-Perdicula_erythrorhyncha_nom-FL calls Nr Munnar 4Feb16 7.45am LS119870a.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC473853-small.png', 'med': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC473853-med.png', 'large': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC473853-large.png', 'full': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC473853-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/wave/XC473853-small.png', 'med': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/wave/XC473853-med.png', 'large': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/wave/XC473853-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:11,07:45,2016-02-04,2019-05-13,[],,yes,yes,no,,,no,,,48000
